payment_id,payment_datetime,method,order_datetime,type,order_id,table_id,menu_item_id,menu_item_name,Menu_Category,menu_category_id,price,Items_Sold,Revenue,recipe_id,recipe_name,inventory_used,total,table_status
P00654,12/05/2025,Online,12/05/2025,Delivery,O00654,T41,M014,Menu Item M014,Appetizer,2,6.91,4,27.65,R009,Recipe R009,Salt - 5g; Tomato - 100g; Sugar - 10g,27.65,reserved
P00655,12/05/2025,Cash,12/05/2025,Dine-in,O00655,T10,M015,Menu Item M015,Main Course,3,25.5,3,76.49,R010,Recipe R010,Beef - 250g; Rice - 150g; Butter - 20g,76.49,reserved
P00656,12/05/2025,Online,12/05/2025,Delivery,O00656,T01,M016,Menu Item M016,Main Course,3,26.06,1,26.06,R011,Recipe R011,Sugar - 10g,26.06,available
P00657,12/05/2025,Credit Card,12/05/2025,Takeout,O00657,T29,M017,Menu Item M017,Main Course,3,16.31,3,48.93,R012,Recipe R012,Rice - 150g,48.93,available
P00658,12/05/2025,Cash,12/05/2025,Dine-in,O00658,T10,M018,Menu Item M018,Dessert,1,5.13,3,15.4,R013,Recipe R013,Butter - 20g,15.4,reserved
P00659,12/05/2025,Cash,12/05/2025,Dine-in,O00659,T10,M019,Menu Item M019,Main Course,3,38.17,4,152.69,R014,Recipe R014,Milk - 200ml; Rice - 150g; Cheese - 50g,152.69,reserved
P00660,12/05/2025,Cash,12/05/2025,Dine-in,O00660,T10,M020,Menu Item M020,Dessert,1,8.47,1,8.47,R015,Recipe R015,Chicken - 200g,8.47,available
P00661,12/05/2025,Cash,12/05/2025,Dine-in,O00661,T10,M001,Menu Item M001,Main Course,3,29.16,4,116.62,R001,Recipe R001,Cheese - 50g; Eggs - 2pcs; Flour - 100g,116.62,reserved
P00662,12/05/2025,Credit Card,12/05/2025,Takeout,O00662,T86,M002,Menu Item M002,Dessert,1,6.59,3,19.78,R002,Recipe R002,Lettuce - 30g,19.78,dirty
P00663,12/05/2025,Cash,12/05/2025,Dine-in,O00663,T10,M003,Menu Item M003,Appetizer,2,6.64,2,13.27,R003,Recipe R003,Rice - 150g; Butter - 20g; Tomato - 100g,13.27,dirty
P00664,12/05/2025,Cash,12/05/2025,Dine-in,O00664,T10,M004,Menu Item M004,Main Course,3,16.26,4,65.06,R004,Recipe R004,Tomato - 100g,65.06,available
P00665,12/05/2025,Cash,12/05/2025,Dine-in,O00665,T10,M005,Menu Item M005,Main Course,3,36.76,2,73.53,R005,Recipe R005,Sugar - 10g; Milk - 200ml,73.53,available
P00666,12/05/2025,Credit Card,12/05/2025,Takeout,O00666,T56,M006,Menu Item M006,Dessert,1,4.46,2,8.92,R006,Recipe R006,Lettuce - 30g; Beef - 250g,8.92,available
P00667,12/05/2025,Online,12/05/2025,Delivery,O00667,T83,M007,Menu Item M007,Appetizer,2,12.34,4,49.36,R007,Recipe R007,Cheese - 50g; Rice - 150g; Butter - 20g,49.36,dirty
P00668,12/05/2025,Cash,12/05/2025,Dine-in,O00668,T10,M008,Menu Item M008,Main Course,3,23.44,4,93.75,R008,Recipe R008,Butter - 20g,93.75,reserved
P00669,12/05/2025,Online,12/05/2025,Delivery,O00669,T73,M009,Menu Item M009,Beverage,4,2.56,2,5.11,R009,Recipe R009,Beef - 250g; Cheese - 50g,5.11,dirty
P00670,12/05/2025,Credit Card,12/05/2025,Takeout,O00670,T54,M010,Menu Item M010,Beverage,4,2.53,3,7.58,R010,Recipe R010,Rice - 150g; Butter - 20g,7.58,reserved
P00671,12/05/2025,Cash,12/05/2025,Dine-in,O00671,T10,M011,Menu Item M011,Dessert,1,3.24,2,6.49,R011,Recipe R011,Sugar - 10g; Beef - 250g,6.49,dirty
P00672,12/05/2025,Cash,12/05/2025,Dine-in,O00672,T10,M012,Menu Item M012,Appetizer,2,10.04,2,20.09,R012,Recipe R012,Beef - 250g; Salt - 5g; Chicken - 200g,20.09,reserved
P00673,12/05/2025,Online,12/05/2025,Delivery,O00673,T42,M013,Menu Item M013,Appetizer,2,11.38,1,11.38,R013,Recipe R013,Tomato - 100g,11.38,dirty
P00674,13/05/2025,Credit Card,13/05/2025,Takeout,O00674,T38,M014,Menu Item M014,Beverage,4,6.67,4,26.69,R014,Recipe R014,Tomato - 100g; Cheese - 50g,26.69,available
P00675,13/05/2025,Credit Card,13/05/2025,Takeout,O00675,T61,M015,Menu Item M015,Appetizer,2,10.56,3,31.69,R015,Recipe R015,Beef - 250g; Cheese - 50g; Chicken - 200g,31.69,dirty
P00676,13/05/2025,Cash,13/05/2025,Dine-in,O00676,T10,M016,Menu Item M016,Appetizer,2,14.92,3,44.76,R001,Recipe R001,Butter - 20g; Tomato - 100g,44.76,reserved
P00677,13/05/2025,Cash,13/05/2025,Dine-in,O00677,T10,M017,Menu Item M017,Beverage,4,5.37,4,21.48,R002,Recipe R002,Flour - 100g; Butter - 20g; Sugar - 10g,21.48,dirty
P00678,13/05/2025,Online,13/05/2025,Delivery,O00678,T11,M018,Menu Item M018,Beverage,4,5.41,3,16.24,R003,Recipe R003,Milk - 200ml,16.24,dirty
P00679,13/05/2025,Credit Card,13/05/2025,Takeout,O00679,T83,M019,Menu Item M019,Main Course,3,34.22,4,136.86,R004,Recipe R004,Milk - 200ml; Lettuce - 30g; Tomato - 100g,136.86,dirty
P00680,13/05/2025,Cash,13/05/2025,Dine-in,O00680,T10,M020,Menu Item M020,Appetizer,2,12.47,4,49.88,R005,Recipe R005,Tomato - 100g,49.88,available
P00681,13/05/2025,Credit Card,13/05/2025,Takeout,O00681,T57,M001,Menu Item M001,Beverage,4,4.39,2,8.79,R006,Recipe R006,Eggs - 2pcs; Tomato - 100g,8.79,dirty
P00682,13/05/2025,Online,13/05/2025,Delivery,O00682,T63,M002,Menu Item M002,Beverage,4,3.29,1,3.29,R007,Recipe R007,Salt - 5g; Lettuce - 30g,3.29,available
P00683,13/05/2025,Cash,13/05/2025,Dine-in,O00683,T10,M003,Menu Item M003,Beverage,4,3.48,2,6.96,R008,Recipe R008,Butter - 20g; Flour - 100g,6.96,available
P00684,13/05/2025,Credit Card,13/05/2025,Takeout,O00684,T83,M004,Menu Item M004,Main Course,3,37.26,2,74.52,R009,Recipe R009,Cheese - 50g,74.52,dirty
P00685,13/05/2025,Credit Card,13/05/2025,Takeout,O00685,T29,M005,Menu Item M005,Main Course,3,30.02,2,60.05,R010,Recipe R010,Flour - 100g; Sugar - 10g; Milk - 200ml,60.05,dirty
P00686,13/05/2025,Credit Card,13/05/2025,Takeout,O00686,T42,M006,Menu Item M006,Beverage,4,5.49,2,10.98,R011,Recipe R011,Salt - 5g,10.98,dirty
P00687,13/05/2025,Online,13/05/2025,Delivery,O00687,T71,M007,Menu Item M007,Appetizer,2,11.76,4,47.05,R012,Recipe R012,Lettuce - 30g; Chicken - 200g; Milk - 200ml,47.05,reserved
P00688,13/05/2025,Cash,13/05/2025,Dine-in,O00688,T10,M008,Menu Item M008,Dessert,1,7.44,4,29.74,R013,Recipe R013,Cheese - 50g; Eggs - 2pcs,29.74,dirty
P00689,13/05/2025,Cash,13/05/2025,Dine-in,O00689,T10,M009,Menu Item M009,Main Course,3,31.63,4,126.51,R014,Recipe R014,Beef - 250g,126.51,available
P00690,13/05/2025,Cash,13/05/2025,Dine-in,O00690,T10,M010,Menu Item M010,Beverage,4,2.52,1,2.52,R015,Recipe R015,Flour - 100g,2.52,dirty
P00691,13/05/2025,Credit Card,13/05/2025,Takeout,O00691,T18,M011,Menu Item M011,Beverage,4,5.56,4,22.24,R001,Recipe R001,Eggs - 2pcs,22.24,reserved
P00692,13/05/2025,Cash,13/05/2025,Dine-in,O00692,T10,M012,Menu Item M012,Dessert,1,8.96,2,17.92,R002,Recipe R002,Eggs - 2pcs,17.92,dirty
P00693,13/05/2025,Credit Card,13/05/2025,Takeout,O00693,T24,M013,Menu Item M013,Appetizer,2,5.85,1,5.85,R003,Recipe R003,Rice - 150g; Lettuce - 30g,5.85,reserved
P00694,13/05/2025,Cash,13/05/2025,Dine-in,O00694,T10,M014,Menu Item M014,Appetizer,2,5.95,4,23.8,R004,Recipe R004,Flour - 100g,23.8,reserved
P00695,13/05/2025,Online,13/05/2025,Delivery,O00695,T09,M015,Menu Item M015,Beverage,4,4.91,3,14.74,R005,Recipe R005,Butter - 20g; Salt - 5g,14.74,dirty
P00696,13/05/2025,Online,13/05/2025,Delivery,O00696,T95,M016,Menu Item M016,Main Course,3,25.07,1,25.07,R006,Recipe R006,Beef - 250g; Butter - 20g; Eggs - 2pcs,25.07,available
P00697,13/05/2025,Cash,13/05/2025,Dine-in,O00697,T10,M017,Menu Item M017,Dessert,1,7.05,1,7.05,R007,Recipe R007,Milk - 200ml,7.05,reserved
P00698,13/05/2025,Online,13/05/2025,Delivery,O00698,T57,M018,Menu Item M018,Appetizer,2,13.73,3,41.19,R008,Recipe R008,Beef - 250g; Rice - 150g,41.19,dirty
P00699,13/05/2025,Cash,13/05/2025,Dine-in,O00699,T10,M019,Menu Item M019,Beverage,4,6.25,1,6.25,R009,Recipe R009,Beef - 250g,6.25,dirty
P00700,13/05/2025,Cash,13/05/2025,Dine-in,O00700,T10,M020,Menu Item M020,Beverage,4,4.93,4,19.71,R010,Recipe R010,Sugar - 10g,19.71,available
P00701,13/05/2025,Credit Card,13/05/2025,Takeout,O00701,T98,M001,Menu Item M001,Beverage,4,4.72,4,18.89,R011,Recipe R011,Sugar - 10g; Milk - 200ml,18.89,reserved
P00702,13/05/2025,Cash,13/05/2025,Dine-in,O00702,T10,M002,Menu Item M002,Main Course,3,16.04,2,32.08,R012,Recipe R012,Salt - 5g; Beef - 250g,32.08,reserved
P00703,13/05/2025,Cash,13/05/2025,Dine-in,O00703,T10,M003,Menu Item M003,Main Course,3,37.45,1,37.45,R013,Recipe R013,Flour - 100g; Milk - 200ml; Butter - 20g,37.45,dirty
P00704,13/05/2025,Online,13/05/2025,Delivery,O00704,T21,M004,Menu Item M004,Beverage,4,5.51,3,16.53,R014,Recipe R014,Butter - 20g,16.53,dirty
P00705,13/05/2025,Credit Card,13/05/2025,Takeout,O00705,T40,M005,Menu Item M005,Dessert,1,5.21,3,15.63,R015,Recipe R015,Chicken - 200g; Salt - 5g; Rice - 150g,15.63,available
P00706,13/05/2025,Online,13/05/2025,Delivery,O00706,T88,M006,Menu Item M006,Main Course,3,31.89,2,63.78,R001,Recipe R001,Chicken - 200g; Eggs - 2pcs,63.78,available
P00707,13/05/2025,Credit Card,13/05/2025,Takeout,O00707,T73,M007,Menu Item M007,Dessert,1,3.84,4,15.37,R002,Recipe R002,Rice - 150g,15.37,reserved
P00708,13/05/2025,Online,13/05/2025,Delivery,O00708,T75,M008,Menu Item M008,Main Course,3,23.48,1,23.48,R003,Recipe R003,Milk - 200ml; Chicken - 200g; Lettuce - 30g,23.48,reserved
P00709,13/05/2025,Credit Card,13/05/2025,Takeout,O00709,T71,M009,Menu Item M009,Appetizer,2,9.52,3,28.55,R004,Recipe R004,Tomato - 100g; Salt - 5g; Eggs - 2pcs,28.55,dirty
P00710,13/05/2025,Online,13/05/2025,Delivery,O00710,T28,M010,Menu Item M010,Dessert,1,6.1,2,12.19,R005,Recipe R005,Lettuce - 30g; Salt - 5g,12.19,reserved
P00711,13/05/2025,Cash,13/05/2025,Dine-in,O00711,T10,M011,Menu Item M011,Dessert,1,9.68,1,9.68,R006,Recipe R006,Beef - 250g; Milk - 200ml,9.68,available
P00712,13/05/2025,Credit Card,13/05/2025,Takeout,O00712,T67,M012,Menu Item M012,Dessert,1,5.37,4,21.47,R007,Recipe R007,Eggs - 2pcs; Butter - 20g,21.47,available
P00713,13/05/2025,Cash,13/05/2025,Dine-in,O00713,T10,M013,Menu Item M013,Main Course,3,20.22,4,80.88,R008,Recipe R008,Cheese - 50g; Milk - 200ml,80.88,dirty
P00714,13/05/2025,Credit Card,13/05/2025,Takeout,O00714,T54,M014,Menu Item M014,Appetizer,2,10.77,1,10.77,R009,Recipe R009,Butter - 20g; Lettuce - 30g; Tomato - 100g,10.77,available
P00715,13/05/2025,Cash,13/05/2025,Dine-in,O00715,T10,M015,Menu Item M015,Dessert,1,5.08,4,20.3,R010,Recipe R010,Sugar - 10g; Butter - 20g,20.3,available
P00716,13/05/2025,Cash,13/05/2025,Dine-in,O00716,T10,M016,Menu Item M016,Dessert,1,9.58,3,28.73,R011,Recipe R011,Lettuce - 30g,28.73,available
P00717,13/05/2025,Credit Card,13/05/2025,Takeout,O00717,T62,M017,Menu Item M017,Beverage,4,6.14,2,12.29,R012,Recipe R012,Eggs - 2pcs; Beef - 250g; Butter - 20g,12.29,available
P00718,13/05/2025,Online,13/05/2025,Delivery,O00718,T51,M018,Menu Item M018,Appetizer,2,14.41,3,43.23,R013,Recipe R013,Eggs - 2pcs,43.23,dirty
P00719,13/05/2025,Cash,13/05/2025,Dine-in,O00719,T10,M019,Menu Item M019,Main Course,3,25.14,4,100.54,R014,Recipe R014,Cheese - 50g; Sugar - 10g,100.54,dirty
P00720,13/05/2025,Online,13/05/2025,Delivery,O00720,T21,M020,Menu Item M020,Appetizer,2,9.82,2,19.63,R015,Recipe R015,Milk - 200ml,19.63,reserved
P00721,13/05/2025,Online,13/05/2025,Delivery,O00721,T80,M001,Menu Item M001,Appetizer,2,13.14,4,52.58,R001,Recipe R001,Lettuce - 30g; Rice - 150g,52.58,available
P00722,13/05/2025,Credit Card,13/05/2025,Takeout,O00722,T36,M002,Menu Item M002,Appetizer,2,5.54,4,22.18,R002,Recipe R002,Chicken - 200g,22.18,reserved
P00723,13/05/2025,Cash,13/05/2025,Dine-in,O00723,T10,M003,Menu Item M003,Appetizer,2,5.48,4,21.93,R003,Recipe R003,Salt - 5g; Tomato - 100g; Milk - 200ml,21.93,dirty
P00724,13/05/2025,Cash,13/05/2025,Dine-in,O00724,T10,M004,Menu Item M004,Appetizer,2,10.55,4,42.19,R004,Recipe R004,Salt - 5g; Cheese - 50g; Lettuce - 30g,42.19,dirty
P00725,13/05/2025,Credit Card,13/05/2025,Takeout,O00725,T83,M005,Menu Item M005,Dessert,1,7.24,3,21.71,R005,Recipe R005,Cheese - 50g; Lettuce - 30g; Eggs - 2pcs,21.71,dirty
P00726,13/05/2025,Credit Card,13/05/2025,Takeout,O00726,T52,M006,Menu Item M006,Appetizer,2,6.85,2,13.7,R006,Recipe R006,Salt - 5g; Eggs - 2pcs,13.7,dirty
P00727,13/05/2025,Credit Card,13/05/2025,Takeout,O00727,T07,M007,Menu Item M007,Main Course,3,17,3,51.01,R007,Recipe R007,Rice - 150g; Milk - 200ml; Butter - 20g,51.01,dirty
P00728,13/05/2025,Cash,13/05/2025,Dine-in,O00728,T10,M008,Menu Item M008,Beverage,4,4.56,1,4.56,R008,Recipe R008,Cheese - 50g,4.56,dirty
P00729,13/05/2025,Credit Card,13/05/2025,Takeout,O00729,T74,M009,Menu Item M009,Beverage,4,2.31,4,9.24,R009,Recipe R009,Cheese - 50g,9.24,dirty
P00730,13/05/2025,Cash,13/05/2025,Dine-in,O00730,T10,M010,Menu Item M010,Dessert,1,6.9,4,27.62,R010,Recipe R010,Beef - 250g; Cheese - 50g,27.62,available
P00731,13/05/2025,Cash,13/05/2025,Dine-in,O00731,T10,M011,Menu Item M011,Dessert,1,6.79,3,20.37,R011,Recipe R011,Milk - 200ml,20.37,reserved
P00732,13/05/2025,Cash,13/05/2025,Dine-in,O00732,T10,M012,Menu Item M012,Dessert,1,3.54,4,14.16,R012,Recipe R012,Salt - 5g; Chicken - 200g,14.16,dirty
P00733,14/05/2025,Online,14/05/2025,Delivery,O00733,T91,M013,Menu Item M013,Main Course,3,19.15,4,76.61,R013,Recipe R013,Salt - 5g; Eggs - 2pcs,76.61,available
P00734,14/05/2025,Online,14/05/2025,Delivery,O00734,T86,M014,Menu Item M014,Appetizer,2,14.28,2,28.56,R014,Recipe R014,Butter - 20g; Sugar - 10g; Chicken - 200g,28.56,available
P00735,14/05/2025,Cash,14/05/2025,Dine-in,O00735,T10,M015,Menu Item M015,Beverage,4,5.26,3,15.79,R015,Recipe R015,Tomato - 100g; Flour - 100g; Rice - 150g,15.79,reserved
P00736,14/05/2025,Credit Card,14/05/2025,Takeout,O00736,T06,M016,Menu Item M016,Beverage,4,4.75,2,9.5,R001,Recipe R001,Rice - 150g; Sugar - 10g; Salt - 5g,9.5,dirty
P00737,14/05/2025,Online,14/05/2025,Delivery,O00737,T43,M017,Menu Item M017,Dessert,1,3.36,2,6.71,R002,Recipe R002,Tomato - 100g,6.71,reserved
P00738,14/05/2025,Cash,14/05/2025,Dine-in,O00738,T10,M018,Menu Item M018,Main Course,3,23.3,3,69.9,R003,Recipe R003,Sugar - 10g; Lettuce - 30g,69.9,dirty
P00739,14/05/2025,Credit Card,14/05/2025,Takeout,O00739,T13,M019,Menu Item M019,Dessert,1,7.81,3,23.43,R004,Recipe R004,Sugar - 10g; Milk - 200ml; Tomato - 100g,23.43,available
P00740,14/05/2025,Online,14/05/2025,Delivery,O00740,T31,M020,Menu Item M020,Beverage,4,2.08,1,2.08,R005,Recipe R005,Tomato - 100g; Lettuce - 30g; Sugar - 10g,2.08,available
P00741,14/05/2025,Cash,14/05/2025,Dine-in,O00741,T10,M001,Menu Item M001,Beverage,4,4.61,3,13.83,R006,Recipe R006,Tomato - 100g; Salt - 5g,13.83,available
P00742,14/05/2025,Cash,14/05/2025,Dine-in,O00742,T10,M002,Menu Item M002,Main Course,3,37.25,1,37.25,R007,Recipe R007,Salt - 5g; Tomato - 100g; Sugar - 10g,37.25,available
P00743,14/05/2025,Credit Card,14/05/2025,Takeout,O00743,T02,M003,Menu Item M003,Main Course,3,16.48,3,49.44,R008,Recipe R008,Tomato - 100g,49.44,reserved
P00744,14/05/2025,Online,14/05/2025,Delivery,O00744,T73,M004,Menu Item M004,Beverage,4,2.64,4,10.55,R009,Recipe R009,Flour - 100g; Milk - 200ml; Salt - 5g,10.55,dirty
P00745,14/05/2025,Credit Card,14/05/2025,Takeout,O00745,T68,M005,Menu Item M005,Main Course,3,33.27,3,99.82,R010,Recipe R010,Rice - 150g; Flour - 100g; Butter - 20g,99.82,dirty
P00746,14/05/2025,Online,14/05/2025,Delivery,O00746,T37,M006,Menu Item M006,Main Course,3,31.4,3,94.19,R011,Recipe R011,Butter - 20g,94.19,reserved
P00747,14/05/2025,Cash,14/05/2025,Dine-in,O00747,T10,M007,Menu Item M007,Beverage,4,2.22,3,6.65,R012,Recipe R012,Beef - 250g; Flour - 100g,6.65,dirty
P00748,14/05/2025,Credit Card,14/05/2025,Takeout,O00748,T80,M008,Menu Item M008,Dessert,1,4.37,1,4.37,R013,Recipe R013,Flour - 100g; Butter - 20g; Eggs - 2pcs,4.37,available
P00749,14/05/2025,Cash,14/05/2025,Dine-in,O00749,T10,M009,Menu Item M009,Appetizer,2,8.17,3,24.52,R014,Recipe R014,Milk - 200ml,24.52,dirty
P00750,14/05/2025,Cash,14/05/2025,Dine-in,O00750,T10,M010,Menu Item M010,Main Course,3,37.7,2,75.4,R015,Recipe R015,Beef - 250g,75.4,available
P00751,14/05/2025,Cash,14/05/2025,Dine-in,O00751,T10,M011,Menu Item M011,Main Course,3,29.35,4,117.39,R001,Recipe R001,Cheese - 50g,117.39,reserved
P00752,14/05/2025,Online,14/05/2025,Delivery,O00752,T28,M012,Menu Item M012,Beverage,4,3.38,1,3.38,R002,Recipe R002,Chicken - 200g; Sugar - 10g,3.38,dirty
P00753,14/05/2025,Credit Card,14/05/2025,Takeout,O00753,T69,M013,Menu Item M013,Main Course,3,22.9,3,68.71,R003,Recipe R003,Lettuce - 30g,68.71,reserved
P00754,14/05/2025,Credit Card,14/05/2025,Takeout,O00754,T98,M014,Menu Item M014,Main Course,3,23.19,3,69.56,R004,Recipe R004,Tomato - 100g,69.56,dirty
P00755,14/05/2025,Online,14/05/2025,Delivery,O00755,T97,M015,Menu Item M015,Main Course,3,29.85,2,59.7,R005,Recipe R005,Eggs - 2pcs; Tomato - 100g,59.7,available
P00756,14/05/2025,Online,14/05/2025,Delivery,O00756,T09,M016,Menu Item M016,Dessert,1,8,3,24.01,R006,Recipe R006,Tomato - 100g,24.01,reserved
P00757,14/05/2025,Cash,14/05/2025,Dine-in,O00757,T10,M017,Menu Item M017,Appetizer,2,11.05,1,11.05,R007,Recipe R007,Eggs - 2pcs; Cheese - 50g,11.05,dirty
P00758,14/05/2025,Cash,14/05/2025,Dine-in,O00758,T10,M018,Menu Item M018,Appetizer,2,8.33,4,33.31,R008,Recipe R008,Cheese - 50g,33.31,available
P00759,14/05/2025,Online,14/05/2025,Delivery,O00759,T25,M019,Menu Item M019,Dessert,1,8.15,2,16.3,R009,Recipe R009,Sugar - 10g; Eggs - 2pcs,16.3,reserved
P00760,14/05/2025,Cash,14/05/2025,Dine-in,O00760,T10,M020,Menu Item M020,Dessert,1,3.96,4,15.85,R010,Recipe R010,Tomato - 100g; Salt - 5g,15.85,reserved
P00761,14/05/2025,Online,14/05/2025,Delivery,O00761,T75,M001,Menu Item M001,Main Course,3,25.41,1,25.41,R011,Recipe R011,Milk - 200ml; Tomato - 100g; Beef - 250g,25.41,dirty
P00762,14/05/2025,Cash,14/05/2025,Dine-in,O00762,T10,M002,Menu Item M002,Dessert,1,7.34,2,14.69,R012,Recipe R012,Rice - 150g,14.69,dirty
P00763,14/05/2025,Cash,14/05/2025,Dine-in,O00763,T10,M003,Menu Item M003,Appetizer,2,8.74,2,17.48,R013,Recipe R013,Chicken - 200g; Cheese - 50g,17.48,dirty
P00764,14/05/2025,Cash,14/05/2025,Dine-in,O00764,T10,M004,Menu Item M004,Dessert,1,6,1,6,R014,Recipe R014,Butter - 20g,6,available
P00765,14/05/2025,Online,14/05/2025,Delivery,O00765,T83,M005,Menu Item M005,Dessert,1,5.2,2,10.39,R015,Recipe R015,Cheese - 50g; Flour - 100g,10.39,dirty
P00766,14/05/2025,Cash,14/05/2025,Dine-in,O00766,T10,M006,Menu Item M006,Beverage,4,6.13,3,18.38,R001,Recipe R001,Cheese - 50g,18.38,reserved
P00767,14/05/2025,Online,14/05/2025,Delivery,O00767,T27,M007,Menu Item M007,Beverage,4,5.21,3,15.62,R002,Recipe R002,Flour - 100g; Chicken - 200g,15.62,reserved
P00768,14/05/2025,Cash,14/05/2025,Dine-in,O00768,T10,M008,Menu Item M008,Appetizer,2,14.03,1,14.03,R003,Recipe R003,Salt - 5g; Rice - 150g; Eggs - 2pcs,14.03,dirty
P00769,14/05/2025,Credit Card,14/05/2025,Takeout,O00769,T42,M009,Menu Item M009,Dessert,1,9.1,2,18.2,R004,Recipe R004,Sugar - 10g; Beef - 250g,18.2,dirty
P00770,14/05/2025,Cash,14/05/2025,Dine-in,O00770,T10,M010,Menu Item M010,Main Course,3,36.33,4,145.33,R005,Recipe R005,Beef - 250g; Rice - 150g; Eggs - 2pcs,145.33,reserved
P00771,14/05/2025,Credit Card,14/05/2025,Takeout,O00771,T56,M011,Menu Item M011,Dessert,1,3.44,2,6.89,R006,Recipe R006,Lettuce - 30g; Butter - 20g; Chicken - 200g,6.89,available
P00772,14/05/2025,Cash,14/05/2025,Dine-in,O00772,T10,M012,Menu Item M012,Dessert,1,4.65,2,9.3,R007,Recipe R007,Tomato - 100g; Chicken - 200g; Butter - 20g,9.3,dirty
P00773,14/05/2025,Online,14/05/2025,Delivery,O00773,T59,M013,Menu Item M013,Beverage,4,4.99,4,19.96,R008,Recipe R008,Beef - 250g; Salt - 5g,19.96,dirty
P00774,14/05/2025,Cash,14/05/2025,Dine-in,O00774,T10,M014,Menu Item M014,Main Course,3,30.96,4,123.84,R009,Recipe R009,Chicken - 200g; Butter - 20g; Beef - 250g,123.84,reserved
P00775,14/05/2025,Online,14/05/2025,Delivery,O00775,T99,M015,Menu Item M015,Beverage,4,5.38,2,10.77,R010,Recipe R010,Chicken - 200g; Beef - 250g; Lettuce - 30g,10.77,dirty
P00776,14/05/2025,Credit Card,14/05/2025,Takeout,O00776,T90,M016,Menu Item M016,Dessert,1,6.34,4,25.36,R011,Recipe R011,Flour - 100g,25.36,available
P00777,14/05/2025,Online,14/05/2025,Delivery,O00777,T88,M017,Menu Item M017,Dessert,1,6.28,4,25.13,R012,Recipe R012,Flour - 100g; Tomato - 100g,25.13,reserved
P00778,14/05/2025,Online,14/05/2025,Delivery,O00778,T10,M018,Menu Item M018,Dessert,1,7.28,1,7.28,R013,Recipe R013,Rice - 150g; Flour - 100g; Tomato - 100g,7.28,dirty
P00779,14/05/2025,Cash,14/05/2025,Dine-in,O00779,T10,M019,Menu Item M019,Dessert,1,4.63,2,9.26,R014,Recipe R014,Lettuce - 30g; Tomato - 100g; Beef - 250g,9.26,reserved
P00780,14/05/2025,Credit Card,14/05/2025,Takeout,O00780,T18,M020,Menu Item M020,Appetizer,2,6.32,1,6.32,R015,Recipe R015,Rice - 150g; Lettuce - 30g,6.32,dirty
P00781,14/05/2025,Online,14/05/2025,Delivery,O00781,T81,M001,Menu Item M001,Appetizer,2,5.56,1,5.56,R001,Recipe R001,Salt - 5g,5.56,dirty
P00782,14/05/2025,Cash,14/05/2025,Dine-in,O00782,T10,M002,Menu Item M002,Dessert,1,5.91,1,5.91,R002,Recipe R002,Chicken - 200g; Eggs - 2pcs; Lettuce - 30g,5.91,dirty
P00783,14/05/2025,Cash,14/05/2025,Dine-in,O00783,T10,M003,Menu Item M003,Main Course,3,36.73,1,36.73,R003,Recipe R003,Lettuce - 30g,36.73,available
P00784,14/05/2025,Credit Card,14/05/2025,Takeout,O00784,T46,M004,Menu Item M004,Main Course,3,36.33,3,108.99,R004,Recipe R004,Sugar - 10g,108.99,available
P00785,14/05/2025,Cash,14/05/2025,Dine-in,O00785,T10,M005,Menu Item M005,Dessert,1,8.22,2,16.45,R005,Recipe R005,Eggs - 2pcs; Salt - 5g,16.45,reserved
P00786,14/05/2025,Online,14/05/2025,Delivery,O00786,T91,M006,Menu Item M006,Appetizer,2,5.02,4,20.07,R006,Recipe R006,Lettuce - 30g; Cheese - 50g,20.07,dirty
P00787,14/05/2025,Online,14/05/2025,Delivery,O00787,T39,M007,Menu Item M007,Main Course,3,27.82,1,27.82,R007,Recipe R007,Rice - 150g,27.82,dirty
P00788,14/05/2025,Online,14/05/2025,Delivery,O00788,T65,M008,Menu Item M008,Dessert,1,4.62,2,9.25,R008,Recipe R008,Milk - 200ml; Beef - 250g; Eggs - 2pcs,9.25,available
P00789,14/05/2025,Cash,14/05/2025,Dine-in,O00789,T10,M009,Menu Item M009,Appetizer,2,5.73,2,11.46,R009,Recipe R009,Lettuce - 30g,11.46,dirty
P00790,14/05/2025,Online,14/05/2025,Delivery,O00790,T52,M010,Menu Item M010,Beverage,4,3.38,2,6.75,R010,Recipe R010,Eggs - 2pcs; Salt - 5g,6.75,available
P00791,14/05/2025,Credit Card,14/05/2025,Takeout,O00791,T18,M011,Menu Item M011,Beverage,4,6.08,2,12.15,R011,Recipe R011,Tomato - 100g,12.15,dirty
P00792,14/05/2025,Online,14/05/2025,Delivery,O00792,T78,M012,Menu Item M012,Main Course,3,15.79,3,47.38,R012,Recipe R012,Milk - 200ml,47.38,reserved
P00793,14/05/2025,Online,14/05/2025,Delivery,O00793,T62,M013,Menu Item M013,Main Course,3,21.98,2,43.97,R013,Recipe R013,Rice - 150g; Tomato - 100g; Beef - 250g,43.97,dirty
P00794,14/05/2025,Cash,14/05/2025,Dine-in,O00794,T10,M014,Menu Item M014,Main Course,3,28.37,3,85.1,R014,Recipe R014,Salt - 5g; Rice - 150g,85.1,dirty
P00795,14/05/2025,Online,14/05/2025,Delivery,O00795,T31,M015,Menu Item M015,Beverage,4,6.96,3,20.88,R015,Recipe R015,Salt - 5g,20.88,available
